year,trifd,frsid,facility,address,city,county,state,zip,lat,long,transfer,release
2018,13032WLWRCRTE5X,1.1002E+11,IWG NEST LLC- CANASTOTA,3127 SENECA TURNPIKE,CANASTOTA,MADISON,NY,13032,43.06844,-75.76957,10978,427.0024
2018,14103WSTRN4141B,1.10033E+11,WESTERN NEW YORK ENERGY LLC,4141 BATES RD,MEDINA,ORLEANS,NY,14103,43.21022,-78.37004,0,0
2018,1456WWLWRT12ATL,1.10009E+11,WALWORTH FACILITY,1200 ATLANTIC AVE,WALWORTH,WAYNE,NY,14568,43.165,-77.317,0,0.394
2018,1094WMYRTL6TURN,1.10071E+11,MEYER TOOL NEW YORK,60 TURNER DR SUITE B,MIDDLETOWN,ORANGE,NY,10941,41.46716,-74.38001,0,0
2018,12090FLRGL1LIBE,1.1E+11,SAINT-GOBAIN PERFORMANCE PLASTICS,1 LIBERTY ST,HOOSICK FALLS,RENSSELAER,NY,12090,42.9057,-73.3572,4313,7812
2018,1306WSNCFL376WE,1.10057E+11,ATTIS ETHANOL FULTON LLC,376 OWENS RD,FULTON,OSWEGO,NY,13069,43.3,-76.381,0,0
2018,12803NBCNC50HAR,1.1E+11,AMES GOLDSMITH CORP,50 HARRISON AVE,SOUTH GLENS FALLS,SARATOGA,NY,12803,43.29621,-73.62704,0,5
2018,14433PRKRH124CO,1.10001E+11,ADVANCED ATOMIZATION TECHNOLOGIES LLC,124 COLUMBIA ST,CLYDE,WAYNE,NY,14433,43.08458,-76.87627,6913,0.1
2018,1306WSNCFL376WE,1.10057E+11,ATTIS ETHANOL FULTON LLC,376 OWENS RD,FULTON,OSWEGO,NY,13069,43.3,-76.381,0,0
2018,1094WMYRTL6TURN,1.10071E+11,MEYER TOOL NEW YORK,60 TURNER DR SUITE B,MIDDLETOWN,ORANGE,NY,10941,41.46716,-74.38001,0,0
2018,14224XCLPR12NAM,1.10042E+11,KEMPER SYSTEM AMERICA INC,1200 N AMERICA DR,WEST SENECA,ERIE,NY,14224,42.84798,-78.74217,0,0
2018,14224XCLPR12NAM,1.10042E+11,KEMPER SYSTEM AMERICA INC,1200 N AMERICA DR,WEST SENECA,ERIE,NY,14224,42.84798,-78.74217,0,0
2018,14750MTCTL160CH,1.10019E+11,MATCO TOOLS JAMESTOWN PLANT,160 CHAUTAUQUA AVE,LAKEWOOD,CHAUTAUQUA,NY,14750,42.10049,-79.32619,0,0
2018,1413WMTLLC24CRY,1.10001E+11,METAULLICS SYSTEMS A DIV OF PYROTEK-INC,2040 CORY DR,SANBORN,NIAGARA,NY,14132,43.13083,-78.94039,1.8,0.2
2018,14103WSTRN4141B,1.10033E+11,WESTERN NEW YORK ENERGY LLC,4141 BATES RD,MEDINA,ORLEANS,NY,14103,43.21022,-78.37004,0,0
2018,12188DGSSCSCHOO,1.10019E+11,EVONIK INDUSTRIES,7 SCHOOLHOUSE LN,WATERFORD,SARATOGA,NY,12188,42.819342,-73.66693,0,1299
2018,14103WSTRN4141B,1.10033E+11,WESTERN NEW YORK ENERGY LLC,4141 BATES RD,MEDINA,ORLEANS,NY,14103,43.21022,-78.37004,0,2275.55
2018,14103WSTRN4141B,1.10033E+11,WESTERN NEW YORK ENERGY LLC,4141 BATES RD,MEDINA,ORLEANS,NY,14103,43.21022,-78.37004,0,2827.84
2018,11203MRCRY4808F,1.1E+11,MERCURY PAINT CORP,4808 FARRAGUT RD,BROOKLYN,KINGS,NY,11203,40.637336,-73.930716,0,0
2018,11704LWRNC165FI,1.10001E+11,MAGELLAN AEROSPACE PROCESSING LONG ISLAND INC,165 FIELD ST,WEST BABYLON,SUFFOLK,NY,11704,40.732854,-73.387126,5410.9,5410.9
2018,11203MRCRY4808F,1.1E+11,MERCURY PAINT CORP,4808 FARRAGUT RD,BROOKLYN,KINGS,NY,11203,40.637336,-73.930716,0,0
2018,14103WSTRN4141B,1.10033E+11,WESTERN NEW YORK ENERGY LLC,4141 BATES RD,MEDINA,ORLEANS,NY,14103,43.21022,-78.37004,0,0
2018,14086FLDPW4474W,1.10002E+11,FLUID POWER SERVICE CORP,4474 WALDEN AVE,LANCASTER,ERIE,NY,14086,42.92711,-78.60159,0,0
2018,14224XCLPR12NAM,1.10042E+11,KEMPER SYSTEM AMERICA INC,1200 N AMERICA DR,WEST SENECA,ERIE,NY,14224,42.84798,-78.74217,750,10
2018,14103WSTRN4141B,1.10033E+11,WESTERN NEW YORK ENERGY LLC,4141 BATES RD,MEDINA,ORLEANS,NY,14103,43.21022,-78.37004,0,3614.38
2018,14103WSTRN4141B,1.10033E+11,WESTERN NEW YORK ENERGY LLC,4141 BATES RD,MEDINA,ORLEANS,NY,14103,43.21022,-78.37004,0,18742.8
2018,1413WMTLLC24CRY,1.10001E+11,METAULLICS SYSTEMS A DIV OF PYROTEK-INC,2040 CORY DR,SANBORN,NIAGARA,NY,14132,43.13083,-78.94039,0,102.46
2018,1094WMYRTL6TURN,1.10071E+11,MEYER TOOL NEW YORK,60 TURNER DR SUITE B,MIDDLETOWN,ORANGE,NY,10941,41.46716,-74.38001,0,0
2018,11704LWRNC165FI,1.10001E+11,MAGELLAN AEROSPACE PROCESSING LONG ISLAND INC,165 FIELD ST,WEST BABYLON,SUFFOLK,NY,11704,40.732854,-73.387126,64458.56,71458.56
2018,13032WLWRCRTE5X,1.1002E+11,IWG NEST LLC- CANASTOTA,3127 SENECA TURNPIKE,CANASTOTA,MADISON,NY,13032,43.06844,-75.76957,1830,0.1
2018,12188DGSSCSCHOO,1.10019E+11,EVONIK INDUSTRIES,7 SCHOOLHOUSE LN,WATERFORD,SARATOGA,NY,12188,42.819342,-73.66693,0,2619
2018,1382WSTKTN199CU,1.10071E+11,SUIT-KOTE ONEONTA,199 COUNTRY CLUB RD,ONEONTA,OTSEGO,NY,13820,42.45938,-75.11338,0,0.000573
2018,12553WRXTRRIVER,1.10002E+11,GLOBAL COS LLC NORTH TERMINAL,1254 RIVER RD,NEW WINDSOR,ORANGE,NY,12553,41.48536,-74.01038,0,0
2018,14105FMCCR100NI,1.1E+11,FMC CORP  MIDDLEPORT PLANT,100 NIAGARA ST,MIDDLEPORT,NIAGARA,NY,14105,43.207167,-78.468875,0,0
2018,14048DNKRK88HOW,1.10017E+11,DUNKIRK SPECIALTY STEEL LLC,830 BRIGHAM RD,DUNKIRK,CHAUTAUQUA,NY,14048,42.47263,-79.34612,1507,1770
2018,14105FMCCR100NI,1.1E+11,FMC CORP  MIDDLEPORT PLANT,100 NIAGARA ST,MIDDLEPORT,NIAGARA,NY,14105,43.207167,-78.468875,0,384
2018,14048DNKRK88HOW,1.10017E+11,DUNKIRK SPECIALTY STEEL LLC,830 BRIGHAM RD,DUNKIRK,CHAUTAUQUA,NY,14048,42.47263,-79.34612,0,1349
2018,14105FMCCR100NI,1.1E+11,FMC CORP  MIDDLEPORT PLANT,100 NIAGARA ST,MIDDLEPORT,NIAGARA,NY,14105,43.207167,-78.468875,0,0
2018,12553WRXTRRIVER,1.10002E+11,GLOBAL COS LLC NORTH TERMINAL,1254 RIVER RD,NEW WINDSOR,ORANGE,NY,12553,41.48536,-74.01038,0,126.09
2018,12553WRXTRRIVER,1.10002E+11,GLOBAL COS LLC NORTH TERMINAL,1254 RIVER RD,NEW WINDSOR,ORANGE,NY,12553,41.48536,-74.01038,0,37.63
2018,12183LLDSGTIBBE,1.10001E+11,HONEYWELL INTERNATIONAL INC,3 TIBBITS AVE,GREEN ISLAND,ALBANY,NY,12183,42.748889,-73.695833,97802,75
2018,12553WRXTRRIVER,1.10002E+11,GLOBAL COS LLC NORTH TERMINAL,1254 RIVER RD,NEW WINDSOR,ORANGE,NY,12553,41.48536,-74.01038,0,0
2018,14105FMCCR100NI,1.1E+11,FMC CORP  MIDDLEPORT PLANT,100 NIAGARA ST,MIDDLEPORT,NIAGARA,NY,14105,43.207167,-78.468875,0,0
2018,14105FMCCR100NI,1.1E+11,FMC CORP  MIDDLEPORT PLANT,100 NIAGARA ST,MIDDLEPORT,NIAGARA,NY,14105,43.207167,-78.468875,1000,0
2018,13493MGWRNMAINS,1.10001E+11,OMEGA WIRE INC - WILLIAMSTOWN FACILITY,MAIN ST (ROUTE 13),WILLIAMSTOWN,OSWEGO,NY,13493,43.425694,-75.892278,6845,917.9
2018,14701BLCKS1BLAC,1.10002E+11,BLACKSTONE ADVANCED TECHNOLOGIES LLC,86 BLACKSTONE AVE,JAMESTOWN,NEW YORK,NY,14701,42.10925,-79.21425,10505,11
2018,14513SPNCM1COUN,1.1E+11,SPINCO METAL PRODUCTS INC,1 COUNTRY CLUB DR,NEWARK,WAYNE,NY,14513,43.04981,-77.08545,109157,2881.566
2018,12553WRXTRRIVER,1.10002E+11,GLOBAL COS LLC NORTH TERMINAL,1254 RIVER RD,NEW WINDSOR,ORANGE,NY,12553,41.48536,-74.01038,0,16.73
2018,14105FMCCR100NI,1.1E+11,FMC CORP  MIDDLEPORT PLANT,100 NIAGARA ST,MIDDLEPORT,NIAGARA,NY,14105,43.207167,-78.468875,0,13
2018,14048DNKRK88HOW,1.10017E+11,DUNKIRK SPECIALTY STEEL LLC,830 BRIGHAM RD,DUNKIRK,CHAUTAUQUA,NY,14048,42.47263,-79.34612,2637,2943
2018,14105FMCCR100NI,1.1E+11,FMC CORP  MIDDLEPORT PLANT,100 NIAGARA ST,MIDDLEPORT,NIAGARA,NY,14105,43.207167,-78.468875,0,69
2018,12553WRXTRRIVER,1.10002E+11,GLOBAL COS LLC NORTH TERMINAL,1254 RIVER RD,NEW WINDSOR,ORANGE,NY,12553,41.48536,-74.01038,0,28.67
2018,14048DNKRK88HOW,1.10017E+11,DUNKIRK SPECIALTY STEEL LLC,830 BRIGHAM RD,DUNKIRK,CHAUTAUQUA,NY,14048,42.47263,-79.34612,4288,0
2018,12553WRXTRRIVER,1.10002E+11,GLOBAL COS LLC NORTH TERMINAL,1254 RIVER RD,NEW WINDSOR,ORANGE,NY,12553,41.48536,-74.01038,6.13,11.41
2018,13440WLWRC22SMA,1.10024E+11,IWG NEST INC- ROME,220 MADISON ST,ROME,ONEIDA,NY,13440,43.21232,-75.46525,5144,479.0024
2018,14048DNKRK88HOW,1.10017E+11,DUNKIRK SPECIALTY STEEL LLC,830 BRIGHAM RD,DUNKIRK,CHAUTAUQUA,NY,14048,42.47263,-79.34612,15068,15346
2018,11222MTRTR498KI,1.1E+11,UNITED METRO ENERGY CORP,498 KINGSLAND AVE,BROOKLYN,KINGS,NY,11222,40.73385,-73.943,0,226.41
2018,14048SPCLMWILLO,1.10001E+11,SPECIAL METALS CORP,WILLOWBROOK AVE,DUNKIRK,CHAUTAUQUA,NY,14048,42.46902,-79.34162,113982,30.64
2018,12553WRXTRRIVER,1.10002E+11,GLOBAL COS LLC NORTH TERMINAL,1254 RIVER RD,NEW WINDSOR,ORANGE,NY,12553,41.48536,-74.01038,60.13,76.57
2018,14048DNKRK88HOW,1.10017E+11,DUNKIRK SPECIALTY STEEL LLC,830 BRIGHAM RD,DUNKIRK,CHAUTAUQUA,NY,14048,42.47263,-79.34612,30513,30906
2018,14105FMCCR100NI,1.1E+11,FMC CORP  MIDDLEPORT PLANT,100 NIAGARA ST,MIDDLEPORT,NIAGARA,NY,14105,43.207167,-78.468875,0,130
2018,14450CRNNG6CNNR,1.10027E+11,CORNING TROPEL CORP,60 OCONNOR RD,FAIRPORT,MONROE,NY,14450,43.10501,-77.45673,85,85.25
2018,12553WRXTRRIVER,1.10002E+11,GLOBAL COS LLC NORTH TERMINAL,1254 RIVER RD,NEW WINDSOR,ORANGE,NY,12553,41.48536,-74.01038,0,0
2018,12553WRXTRRIVER,1.10002E+11,GLOBAL COS LLC NORTH TERMINAL,1254 RIVER RD,NEW WINDSOR,ORANGE,NY,12553,41.48536,-74.01038,3.37,9.65
2018,14105FMCCR100NI,1.1E+11,FMC CORP  MIDDLEPORT PLANT,100 NIAGARA ST,MIDDLEPORT,NIAGARA,NY,14105,43.207167,-78.468875,0,13
2018,10993BWLNPSAMSO,1.10001E+11,BOWLINE POINT GENERATING STATION,140 SAMSONDALE AVE,WEST HAVERSTRAW,ROCKLAND,NY,10993,41.204139,-73.965278,13271.19,0.1
2018,11222MTRTR498KI,1.1E+11,UNITED METRO ENERGY CORP,498 KINGSLAND AVE,BROOKLYN,KINGS,NY,11222,40.73385,-73.943,0,403.05
2018,10511GRGPC415BR,1.10019E+11,CONTINENTAL BUCHANAN LLC,350 BROADWAY,BUCHANAN,WESTCHESTER,NY,10511,41.263948,-73.949198,0,20.53
2018,14020MRCNS102CE,1.10002E+11,ANCHOR AN OLDCASTLE CO,102 CEDAR ST BOX 81,BATAVIA,GENESEE,NY,14020,42.98896,-78.16305,0,0
2018,1462WMNTCN126JE,1.1006E+11,MANITOU CONCRETE- DOLOMITE PRODUCTS CO,1260 JEFFERSON ROAD,ROCHESTER,MONROE,NY,14623,43.08711,-77.59813,0,6.69425
2018,1462WMNTCN126JE,1.1006E+11,MANITOU CONCRETE- DOLOMITE PRODUCTS CO,1260 JEFFERSON ROAD,ROCHESTER,MONROE,NY,14623,43.08711,-77.59813,0,2441.91
2018,14589THTCH4135R,1.1E+11,THATCHER CO OF NEW YORK,4135 RT 104,WILLIAMSON,WAYNE,NY,14589,43.2337,-77.1838,0,63
2018,14302STLLB4111W,1.1E+11,IMERYS STEELCASTING USA INC,4111 WITMER RD,NIAGARA FALLS,NIAGARA,NY,14305,43.12372,-79.03354,15001.6,15122.6
2018,14589THTCH4135R,1.1E+11,THATCHER CO OF NEW YORK,4135 RT 104,WILLIAMSON,WAYNE,NY,14589,43.2337,-77.1838,241909,0
2018,14048SPCLMWILLO,1.10001E+11,SPECIAL METALS CORP,WILLOWBROOK AVE,DUNKIRK,CHAUTAUQUA,NY,14048,42.46902,-79.34162,101111,5.4
2018,11953FCPRC112RC,1.10023E+11,OLDCASTLE PRECAST INC,114 ROCKY POINT RD,MIDDLE ISLAND,SUFFOLK,NY,11953,40.89025,-72.94233,2.4,4.3
2018,14302STLLB4111W,1.1E+11,IMERYS STEELCASTING USA INC,4111 WITMER RD,NIAGARA FALLS,NIAGARA,NY,14305,43.12372,-79.03354,6066.9,6115.9
2018,11222MTRTR498KI,1.1E+11,UNITED METRO ENERGY CORP,498 KINGSLAND AVE,BROOKLYN,KINGS,NY,11222,40.73385,-73.943,0,25.42
2018,11222MTRTR498KI,1.1E+11,UNITED METRO ENERGY CORP,498 KINGSLAND AVE,BROOKLYN,KINGS,NY,11222,40.73385,-73.943,0,0.42
2018,14443CRSMNRT520,1.10042E+11,CROSMAN CORP,RT 5 & 20,BLOOMFIELD,ONTARIO,NY,14469,42.89948,-77.45424,2458,2465
2018,11222MTRTR498KI,1.1E+11,UNITED METRO ENERGY CORP,498 KINGSLAND AVE,BROOKLYN,KINGS,NY,11222,40.73385,-73.943,0,132.09
2018,10993BWLNPSAMSO,1.10001E+11,BOWLINE POINT GENERATING STATION,140 SAMSONDALE AVE,WEST HAVERSTRAW,ROCKLAND,NY,10993,41.204139,-73.965278,142.9,0.01
2018,10511GRGPC415BR,1.10019E+11,CONTINENTAL BUCHANAN LLC,350 BROADWAY,BUCHANAN,WESTCHESTER,NY,10511,41.263948,-73.949198,0,1.48
2018,11222MTRTR498KI,1.1E+11,UNITED METRO ENERGY CORP,498 KINGSLAND AVE,BROOKLYN,KINGS,NY,11222,40.73385,-73.943,0,173.31
2018,14048SPCLMWILLO,1.10001E+11,SPECIAL METALS CORP,WILLOWBROOK AVE,DUNKIRK,CHAUTAUQUA,NY,14048,42.46902,-79.34162,130146,96.56
2018,11222MTRTR498KI,1.1E+11,UNITED METRO ENERGY CORP,498 KINGSLAND AVE,BROOKLYN,KINGS,NY,11222,40.73385,-73.943,0,327.65
2018,14443CRSMNRT520,1.10042E+11,CROSMAN CORP,RT 5 & 20,BLOOMFIELD,ONTARIO,NY,14469,42.89948,-77.45424,7391,1040
2018,14443CRSMNRT520,1.10042E+11,CROSMAN CORP,RT 5 & 20,BLOOMFIELD,ONTARIO,NY,14469,42.89948,-77.45424,659635,10507.01
2018,14443CRSMNRT520,1.10042E+11,CROSMAN CORP,RT 5 & 20,BLOOMFIELD,ONTARIO,NY,14469,42.89948,-77.45424,194561,2036
2018,14443CRSMNRT520,1.10042E+11,CROSMAN CORP,RT 5 & 20,BLOOMFIELD,ONTARIO,NY,14469,42.89948,-77.45424,72280,680
2018,14302STLLB4111W,1.1E+11,IMERYS STEELCASTING USA INC,4111 WITMER RD,NIAGARA FALLS,NIAGARA,NY,14305,43.12372,-79.03354,4.6,4.64
2018,14443CRSMNRT520,1.10042E+11,CROSMAN CORP,RT 5 & 20,BLOOMFIELD,ONTARIO,NY,14469,42.89948,-77.45424,778846,1209
2018,1286WGRCHM26FRE,1.1007E+11,AGROCHEM INC,26 FREEDOM WAY,SARATOGA SPRINGS,SARATOGA,NY,12866,43.008098,-73.871962,0,365
2018,14701HPSRC84HOP,1.1E+11,HOPE'S WINDOWS INC,84 HOPKINS AVE,JAMESTOWN,CHAUTAUQUA,NY,14701,42.110075,-79.21444,16150,2155
2018,14701HPSRC84HOP,1.1E+11,HOPE'S WINDOWS INC,84 HOPKINS AVE,JAMESTOWN,CHAUTAUQUA,NY,14701,42.110075,-79.21444,8550,250
2018,1490WTHHLL1WFUR,1.10004E+11,THE HILLIARD CORP,100 W 4TH ST,ELMIRA,CHEMUNG,NY,14901,42.095626,-76.810255,357.1,0.1
2018,1286WGRCHM26FRE,1.1007E+11,AGROCHEM INC,26 FREEDOM WAY,SARATOGA SPRINGS,SARATOGA,NY,12866,43.008098,-73.871962,0,63
2018,12822NDCKC24WHI,1.1E+11,INDECK-CORINTH ENERGY CENTER,24 WHITE ST,CORINTH,SARATOGA,NY,12822,43.249249,-73.809586,0,3060
2018,12822NDCKC24WHI,1.1E+11,INDECK-CORINTH ENERGY CENTER,24 WHITE ST,CORINTH,SARATOGA,NY,12822,43.249249,-73.809586,0,10
2018,14606WNDSR1527L,1.10037E+11,WINDSOR TECHNOLOGY LLC,1527 LYELL AVE,ROCHESTER,MONROE,NY,14606,43.16468,-77.666202,0,0
2018,14443CRSMNRT520,1.10042E+11,CROSMAN CORP,RT 5 & 20,BLOOMFIELD,ONTARIO,NY,14469,42.89948,-77.45424,538317,933
2018,12901BMBRD71WAL,1.10001E+11,BOMBARDIER TRANSIT CORP,71 WALL ST,PLATTSBURGH,CLINTON,NY,12901,44.67704,-73.46611,106,0
2018,12508WTCCH570FI,1.10058E+11,CHEMPRENE LLC,"483, FISHKILL AVE",BEACON,DUTCHESS,NY,12508,41.512874,-73.951954,8631,6577
2018,12901BMBRD71WAL,1.10001E+11,BOMBARDIER TRANSIT CORP,71 WALL ST,PLATTSBURGH,CLINTON,NY,12901,44.67704,-73.46611,40,0
2018,1286WGRCHM26FRE,1.1007E+11,AGROCHEM INC,26 FREEDOM WAY,SARATOGA SPRINGS,SARATOGA,NY,12866,43.008098,-73.871962,0,1671
2018,14450QLTRL1385F,1.10004E+11,QUALITROL,1385 FAIRPORT RD,FAIRPORT,MONROE,NY,14450,43.098265,-77.458918,0,3.3
2018,12901BMBRD71WAL,1.10001E+11,BOMBARDIER TRANSIT CORP,71 WALL ST,PLATTSBURGH,CLINTON,NY,12901,44.67704,-73.46611,69,0
2018,12822NDCKC24WHI,1.1E+11,INDECK-CORINTH ENERGY CENTER,24 WHITE ST,CORINTH,SARATOGA,NY,12822,43.249249,-73.809586,0,10
2018,13057RMSTR6910M,1.1E+11,ARMSTRONG MOLD CORP,6910 MANLIUS CENTER RD,EAST SYRACUSE,ONONDAGA,NY,13057,43.06262,-76.03966,0,0
2018,1286WGRCHM26FRE,1.1007E+11,AGROCHEM INC,26 FREEDOM WAY,SARATOGA SPRINGS,SARATOGA,NY,12866,43.008098,-73.871962,0,0
2018,14701HPSRC84HOP,1.1E+11,HOPE'S WINDOWS INC,84 HOPKINS AVE,JAMESTOWN,CHAUTAUQUA,NY,14701,42.110075,-79.21444,16250,255
2018,14450QLTRL1385F,1.10004E+11,QUALITROL,1385 FAIRPORT RD,FAIRPORT,MONROE,NY,14450,43.098265,-77.458918,0,0
2018,10990JNSCHRIVER,1.10038E+11,JCI JONES CHEMICALS INC,103 RIVER STREET,WARWICK,ORANGE,NY,10990,41.252205,-74.373509,0,2
2018,14150NCNRG700GR,1.1E+11,NOCO ENERGY CORP,700 GRAND ISLAND BLVD,TONAWANDA,ERIE,NY,14150,42.991128,-78.925194,0,690
2018,12189SDDSRBROAD,1.10022E+11,US ARMY - WATERVLIET ARSENAL,1 BUFFINGTON ST,WATERVLIET,ALBANY,NY,12189,42.716597,-73.705392,77,88.12
2018,12822NDCKC24WHI,1.1E+11,INDECK-CORINTH ENERGY CENTER,24 WHITE ST,CORINTH,SARATOGA,NY,12822,43.249249,-73.809586,0,10
2018,1286WGRCHM26FRE,1.1007E+11,AGROCHEM INC,26 FREEDOM WAY,SARATOGA SPRINGS,SARATOGA,NY,12866,43.008098,-73.871962,0,0
2018,12508WTCCH570FI,1.10058E+11,CHEMPRENE LLC,"483, FISHKILL AVE",BEACON,DUTCHESS,NY,12508,41.512874,-73.951954,1008,2138
2018,12822NDCKC24WHI,1.1E+11,INDECK-CORINTH ENERGY CENTER,24 WHITE ST,CORINTH,SARATOGA,NY,12822,43.249249,-73.809586,0,10
2018,12508WTCCH570FI,1.10058E+11,CHEMPRENE LLC,"483, FISHKILL AVE",BEACON,DUTCHESS,NY,12508,41.512874,-73.951954,495,2108
2018,12189SDDSRBROAD,1.10022E+11,US ARMY - WATERVLIET ARSENAL,1 BUFFINGTON ST,WATERVLIET,ALBANY,NY,12189,42.716597,-73.705392,39145.005,39196.255
2018,14623LDRCR1500J,1.1E+11,MERSEN USA ROCHESTER-NY CORP,1500 JEFFERSON RD,ROCHESTER,MONROE,NY,14623,43.08704,-77.58716,273208.7,1709.926
2018,12095RHCRW100NM,1.1E+11,R H CROWN CO INC,100 N MARKET ST,JOHNSTOWN,FULTON,NY,12095,43.00831,-74.37283,0,78
2018,14150NCNRG700GR,1.1E+11,NOCO ENERGY CORP,700 GRAND ISLAND BLVD,TONAWANDA,ERIE,NY,14150,42.991128,-78.925194,0,700
2018,10918RVRCBLEONE,1.10007E+11,BYK USA INC,48 LEONE LN,CHESTER,ORANGE,NY,10918,41.34941,-74.28143,0,0
2018,14150NCNRG700GR,1.1E+11,NOCO ENERGY CORP,700 GRAND ISLAND BLVD,TONAWANDA,ERIE,NY,14150,42.991128,-78.925194,0,291
2018,13421DRYLCROUTE,1.10011E+11,HPHOOD LLC,252 GENESEE ST,ONEIDA,MADISON,NY,13421,43.07867,-75.64919,251260.2,27917.8
2018,12189SDDSRBROAD,1.10022E+11,US ARMY - WATERVLIET ARSENAL,1 BUFFINGTON ST,WATERVLIET,ALBANY,NY,12189,42.716597,-73.705392,4078.002,4078.462
2018,14206NCLLB575HO,1.10042E+11,UNICELL BODY CO INC,575 HOWARD ST,BUFFALO,ERIE,NY,14206,42.883253,-78.832909,0,45568
2018,13440RMSTR530HE,1.1E+11,WORTHINGTON STEEL ROME LLC,530 HENRY ST,ROME,ONEIDA,NY,13440,43.212,-75.47,0,0
2018,1421WWLDDT2537H,1.1006E+11,WELDED TUBE USA INC,2537 HAMBURG TURNPIKE,LACKAWANNA,ERIE,NY,14218,42.815608,-78.845918,1733310,20
2018,10918RVRCBLEONE,1.10007E+11,BYK USA INC,48 LEONE LN,CHESTER,ORANGE,NY,10918,41.34941,-74.28143,0,0
2018,12189SDDSRBROAD,1.10022E+11,US ARMY - WATERVLIET ARSENAL,1 BUFFINGTON ST,WATERVLIET,ALBANY,NY,12189,42.716597,-73.705392,155,156.79
2018,13440RMSTR530HE,1.1E+11,WORTHINGTON STEEL ROME LLC,530 HENRY ST,ROME,ONEIDA,NY,13440,43.212,-75.47,0,0
2018,12189SDDSRBROAD,1.10022E+11,US ARMY - WATERVLIET ARSENAL,1 BUFFINGTON ST,WATERVLIET,ALBANY,NY,12189,42.716597,-73.705392,4320.004,4320.684
2018,1421WWLDDT2537H,1.1006E+11,WELDED TUBE USA INC,2537 HAMBURG TURNPIKE,LACKAWANNA,ERIE,NY,14218,42.815608,-78.845918,1733300,10
2018,1421WWLDDT2537H,1.1006E+11,WELDED TUBE USA INC,2537 HAMBURG TURNPIKE,LACKAWANNA,ERIE,NY,14218,42.815608,-78.845918,866653,10
2018,14150NCNRG700GR,1.1E+11,NOCO ENERGY CORP,700 GRAND ISLAND BLVD,TONAWANDA,ERIE,NY,14150,42.991128,-78.925194,54000,0.5
2018,13367KRFTNUTICA,1.10001E+11,KRAFT HEINZ FOODS CO - LOWVILLE,7388 UTICA BLVD,LOWVILLE,LEWIS,NY,13367,43.77667,-75.48029,91671.8,0
2018,10918RVRCBLEONE,1.10007E+11,BYK USA INC,48 LEONE LN,CHESTER,ORANGE,NY,10918,41.34941,-74.28143,0,0
2018,1421WWLDDT2537H,1.1006E+11,WELDED TUBE USA INC,2537 HAMBURG TURNPIKE,LACKAWANNA,ERIE,NY,14218,42.815608,-78.845918,1039982,10
2018,13421DRYLCROUTE,1.10011E+11,HPHOOD LLC,252 GENESEE ST,ONEIDA,MADISON,NY,13421,43.07867,-75.64919,0,0
2018,14150NCNRG700GR,1.1E+11,NOCO ENERGY CORP,700 GRAND ISLAND BLVD,TONAWANDA,ERIE,NY,14150,42.991128,-78.925194,0,500
2018,12189SDDSRBROAD,1.10022E+11,US ARMY - WATERVLIET ARSENAL,1 BUFFINGTON ST,WATERVLIET,ALBANY,NY,12189,42.716597,-73.705392,23,25.15
2018,13440RMSTR530HE,1.1E+11,WORTHINGTON STEEL ROME LLC,530 HENRY ST,ROME,ONEIDA,NY,13440,43.212,-75.47,0,0
2018,14206NCLLB575HO,1.10042E+11,UNICELL BODY CO INC,575 HOWARD ST,BUFFALO,ERIE,NY,14206,42.883253,-78.832909,0,2538
2018,10918RVRCBLEONE,1.10007E+11,BYK USA INC,48 LEONE LN,CHESTER,ORANGE,NY,10918,41.34941,-74.28143,0,0
2018,14150NCNRG700GR,1.1E+11,NOCO ENERGY CORP,700 GRAND ISLAND BLVD,TONAWANDA,ERIE,NY,14150,42.991128,-78.925194,0,1526
2018,14150NCNRG700GR,1.1E+11,NOCO ENERGY CORP,700 GRAND ISLAND BLVD,TONAWANDA,ERIE,NY,14150,42.991128,-78.925194,0,189
2018,14522GRFFT3849R,1.10008E+11,GRIFFITH ENERGY - PALMYRA,3849 RT 31,PALMYRA,WAYNE,NY,14522,43.06192,-77.196765,0,0
2018,14522GRFFT3849R,1.10008E+11,GRIFFITH ENERGY - PALMYRA,3849 RT 31,PALMYRA,WAYNE,NY,14522,43.06192,-77.196765,0,0
2018,11232NRRWS53RDS,1.10008E+11,NARROWS GENERATING STATION,53RD ST & 1ST AVE,BROOKLYN,KINGS,NY,11232,40.650889,-74.027889,0,46.7
2018,14733LLSNB125WM,1.1E+11,ELLISON BRONZE INC,125 W MAIN ST,FALCONER,CHAUTAUQUA,NY,14733,42.11704,-79.20018,29750,760
2018,13101PLKVLRT11R,1.10007E+11,POLKVILLE CRUSHED STONE/SUIT-KOTE TERMINAL,RT 11 R D.# 1,MC GRAW,CORTLAND,NY,13101,42.591944,-76.15,0,9.94
2018,10461FRDMS1400F,1.1E+11,FRED M SCHILDWACHTER & SONS INC,1400 FERRIS PL,BRONX,BRONX,NY,10461,40.83902,-73.84103,0,0
2018,14522GRFFT3849R,1.10008E+11,GRIFFITH ENERGY - PALMYRA,3849 RT 31,PALMYRA,WAYNE,NY,14522,43.06192,-77.196765,0,0
2018,14304PYRNC5950P,1.10001E+11,NORTH AMERICAN HOGANAS-NIAGARA FALLS PLANT,5950 PACKARD RD,NIAGARA FALLS,NIAGARA,NY,14304,43.10292,-78.99589,6.69,13.96
